cve,epss,percentile,year,in_kev
CVE-2022-30587,0.0024,0.47518,2022,False
CVE-2022-30591,0.151,0.9472,2022,False
CVE-2022-30592,0.08395,0.92476,2022,False
CVE-2022-30594,0.00021,0.06053,2022,False
CVE-2022-30595,0.00604,0.70015,2022,False
CVE-2022-30596,0.00875,0.75655,2022,False
CVE-2022-30597,0.00471,0.65018,2022,False
CVE-2022-30598,0.0045,0.64012,2022,False
CVE-2022-30599,0.01446,0.81125,2022,False
CVE-2022-30600,0.0685,0.91531,2022,False
CVE-2022-30601,0.01676,0.82523,2022,False
CVE-2022-30602,0.00396,0.60787,2022,False
CVE-2022-30603,0.00704,0.72506,2022,False
CVE-2022-30604,0.00189,0.40559,2022,False
CVE-2022-30605,0.00748,0.73493,2022,False
CVE-2022-30607,0.0035,0.57774,2022,False
CVE-2022-30608,0.00142,0.34109,2022,False
CVE-2022-30610,0.00104,0.28001,2022,False
CVE-2022-30611,0.001,0.27309,2022,False
CVE-2022-30613,0.00043,0.13381,2022,False
CVE-2022-30614,0.01331,0.80312,2022,False
CVE-2022-30615,0.00493,0.66072,2022,False
CVE-2022-30616,0.00402,0.61172,2022,False
CVE-2022-30617,0.00647,0.71202,2022,False
CVE-2022-30618,0.00391,0.60479,2022,False
CVE-2022-30619,0.00279,0.51554,2022,False
CVE-2022-30620,0.00368,0.59074,2022,False
CVE-2022-30621,0.00252,0.4881,2022,False
CVE-2022-30622,0.0003,0.09216,2022,False
CVE-2022-30623,0.00139,0.33786,2022,False
CVE-2022-30624,0.00125,0.31372,2022,False
CVE-2022-30625,0.00135,0.33089,2022,False
CVE-2022-30626,0.00067,0.20878,2022,False
CVE-2022-30627,0.00126,0.31523,2022,False
CVE-2022-30628,0.00046,0.14639,2022,False
CVE-2022-30629,0.00074,0.22485,2022,False
CVE-2022-30630,0.00052,0.16619,2022,False
CVE-2022-30631,0.00055,0.17661,2022,False
CVE-2022-30632,0.0013,0.32055,2022,False
CVE-2022-30633,0.0013,0.32055,2022,False
CVE-2022-30634,0.00076,0.23036,2022,False
CVE-2022-30635,0.00155,0.35973,2022,False
CVE-2022-30636,0.00189,0.40627,2022,False
CVE-2022-30637,0.00175,0.38815,2022,False
CVE-2022-30638,0.00175,0.38815,2022,False
CVE-2022-30639,0.00175,0.38815,2022,False
CVE-2022-30640,0.00175,0.38815,2022,False
CVE-2022-30641,0.00175,0.38815,2022,False
CVE-2022-30642,0.00175,0.38815,2022,False
CVE-2022-30643,0.00175,0.38815,2022,False
CVE-2022-30644,0.00343,0.57218,2022,False
CVE-2022-30645,0.00175,0.38815,2022,False
CVE-2022-30646,0.00175,0.38815,2022,False
CVE-2022-30647,0.22453,0.95946,2022,False
CVE-2022-30648,0.22453,0.95946,2022,False
CVE-2022-30649,0.07184,0.91743,2022,False
CVE-2022-30650,0.06364,0.91175,2022,False
CVE-2022-30651,0.02348,0.85208,2022,False
CVE-2022-30652,0.03964,0.88602,2022,False
CVE-2022-30653,0.03964,0.88602,2022,False
CVE-2022-30654,0.06364,0.91175,2022,False
CVE-2022-30655,0.1143,0.93727,2022,False
CVE-2022-30656,0.01507,0.81532,2022,False
CVE-2022-30657,0.1143,0.93727,2022,False
CVE-2022-30658,0.04789,0.89679,2022,False
CVE-2022-30659,0.01507,0.81532,2022,False
CVE-2022-30660,0.01335,0.80345,2022,False
CVE-2022-30661,0.04789,0.89679,2022,False
CVE-2022-30662,0.02958,0.86761,2022,False
CVE-2022-30663,0.02958,0.86761,2022,False
CVE-2022-30664,0.01335,0.80345,2022,False
CVE-2022-30665,0.02958,0.86761,2022,False
CVE-2022-30666,0.02038,0.84166,2022,False
CVE-2022-30667,0.02038,0.84166,2022,False
CVE-2022-30668,0.02038,0.84166,2022,False
CVE-2022-30669,0.02038,0.84166,2022,False
CVE-2022-30670,0.00841,0.75114,2022,False
CVE-2022-30671,0.00162,0.36904,2022,False
CVE-2022-30672,0.00162,0.36904,2022,False
CVE-2022-30673,0.00181,0.39494,2022,False
CVE-2022-30674,0.00153,0.35802,2022,False
CVE-2022-30675,0.00181,0.39494,2022,False
CVE-2022-30676,0.00181,0.39494,2022,False
CVE-2022-30677,0.01287,0.80003,2022,False
CVE-2022-30678,0.01287,0.80003,2022,False
CVE-2022-30679,0.01739,0.82875,2022,False
CVE-2022-30680,0.01287,0.80003,2022,False
CVE-2022-30681,0.01287,0.80003,2022,False
CVE-2022-30682,0.01739,0.82875,2022,False
CVE-2022-30683,0.00253,0.48884,2022,False
CVE-2022-30684,0.01739,0.82875,2022,False
CVE-2022-30685,0.01739,0.82875,2022,False
CVE-2022-30686,0.01739,0.82875,2022,False
CVE-2022-30687,0.00061,0.19354,2022,False
CVE-2022-30688,0.00051,0.16484,2022,False
CVE-2022-30689,0.0036,0.58458,2022,False
CVE-2022-30690,0.09808,0.9312,2022,False
CVE-2022-30691,0.00054,0.17155,2022,False
CVE-2022-30692,0.00518,0.67125,2022,False
CVE-2022-30693,0.00155,0.36039,2022,False
CVE-2022-30694,0.00103,0.27906,2022,False
CVE-2022-30695,0.00089,0.25433,2022,False
CVE-2022-30696,0.00054,0.17235,2022,False
CVE-2022-30697,0.00039,0.11969,2022,False
CVE-2022-30698,0.00109,0.28764,2022,False
CVE-2022-30699,0.00109,0.28764,2022,False
CVE-2022-30700,0.00061,0.19335,2022,False
CVE-2022-30701,0.0007,0.2176,2022,False
CVE-2022-30702,0.0013,0.32043,2022,False
CVE-2022-30703,0.00125,0.31262,2022,False
CVE-2022-30704,0.00145,0.34653,2022,False
CVE-2022-30705,0.00134,0.32592,2022,False
CVE-2022-30706,0.00276,0.51308,2022,False
CVE-2022-30707,0.00717,0.72799,2022,False
CVE-2022-30708,0.04705,0.89569,2022,False
CVE-2022-30709,0.00057,0.18262,2022,False
CVE-2022-30710,0.00094,0.2624,2022,False
CVE-2022-30711,0.00094,0.2624,2022,False
CVE-2022-30712,0.00088,0.25321,2022,False
CVE-2022-30713,0.00098,0.26982,2022,False
CVE-2022-30714,0.00015,0.03043,2022,False
CVE-2022-30715,0.00055,0.17461,2022,False
CVE-2022-30716,0.00054,0.17142,2022,False
CVE-2022-30717,0.00052,0.16685,2022,False
CVE-2022-30719,0.00057,0.18262,2022,False
CVE-2022-30720,0.00057,0.18262,2022,False
CVE-2022-30721,0.00057,0.18262,2022,False
CVE-2022-30722,0.00059,0.18644,2022,False
CVE-2022-30723,0.00019,0.05339,2022,False
CVE-2022-30724,0.00019,0.05339,2022,False
CVE-2022-30725,0.00019,0.05339,2022,False
CVE-2022-30726,0.00015,0.0305,2022,False
CVE-2022-30727,0.00031,0.09349,2022,False
CVE-2022-30728,0.00015,0.03043,2022,False
CVE-2022-30729,0.0002,0.0572,2022,False
CVE-2022-30730,0.00054,0.17312,2022,False
CVE-2022-30731,0.00054,0.17422,2022,False
CVE-2022-30732,0.00214,0.44016,2022,False
CVE-2022-30733,0.00215,0.44147,2022,False
CVE-2022-30734,0.00215,0.44147,2022,False
CVE-2022-30735,0.00175,0.38733,2022,False
CVE-2022-30736,0.00184,0.40007,2022,False
CVE-2022-30737,0.00215,0.44147,2022,False
CVE-2022-30738,0.00291,0.52796,2022,False
CVE-2022-30739,0.0016,0.36649,2022,False
CVE-2022-30740,0.0006,0.19003,2022,False
CVE-2022-30741,0.00058,0.18318,2022,False
CVE-2022-30742,0.00058,0.18318,2022,False
CVE-2022-30743,0.00184,0.40007,2022,False
CVE-2022-30744,0.0006,0.19089,2022,False
CVE-2022-30745,0.00054,0.17422,2022,False
CVE-2022-30746,0.00342,0.57154,2022,False
CVE-2022-30747,0.00046,0.14529,2022,False
CVE-2022-30748,0.00057,0.18162,2022,False
CVE-2022-30749,0.00046,0.1479,2022,False
CVE-2022-30750,0.00018,0.05021,2022,False
CVE-2022-30751,0.00018,0.05021,2022,False
CVE-2022-30752,0.00018,0.05021,2022,False
CVE-2022-30753,0.00015,0.03021,2022,False
CVE-2022-30754,0.00039,0.11988,2022,False
CVE-2022-30755,0.00022,0.06562,2022,False
CVE-2022-30756,0.00039,0.11988,2022,False
CVE-2022-30757,0.00039,0.12269,2022,False
CVE-2022-30758,0.00041,0.12786,2022,False
CVE-2022-30759,0.00387,0.6019,2022,False
CVE-2022-30760,0.00134,0.32542,2022,False
CVE-2022-30763,0.00832,0.74972,2022,False
CVE-2022-30765,0.00264,0.50113,2022,False
CVE-2022-30767,0.0015,0.35281,2022,False
CVE-2022-30768,0.00213,0.43951,2022,False
CVE-2022-30769,0.00182,0.39795,2022,False
CVE-2022-30770,0.00555,0.68502,2022,False
CVE-2022-30771,0.00051,0.16177,2022,False
CVE-2022-30772,0.0008,0.23826,2022,False
CVE-2022-30773,0.00039,0.12115,2022,False
CVE-2022-30774,0.00051,0.16502,2022,False
CVE-2022-30775,0.0022,0.44727,2022,False
CVE-2022-30776,0.45526,0.97683,2022,False
CVE-2022-30777,0.04147,0.8887,2022,False
CVE-2022-30780,0.81499,0.992,2022,False
CVE-2022-30781,0.86413,0.99425,2022,False
CVE-2022-30782,0.00316,0.55048,2022,False
CVE-2022-30783,0.00025,0.07551,2022,False
CVE-2022-30784,0.00029,0.08753,2022,False
CVE-2022-30785,0.00027,0.08134,2022,False
CVE-2022-30786,0.00031,0.09287,2022,False
CVE-2022-30787,0.00025,0.07551,2022,False
CVE-2022-30788,0.00031,0.09287,2022,False
CVE-2022-30789,0.00031,0.09287,2022,False
CVE-2022-30790,0.00223,0.45047,2022,False
CVE-2022-30791,0.00389,0.60338,2022,False
CVE-2022-30792,0.00389,0.60338,2022,False
CVE-2022-30794,0.00274,0.51177,2022,False
CVE-2022-30795,0.00274,0.51177,2022,False
CVE-2022-30797,0.00264,0.50113,2022,False
CVE-2022-30798,0.00274,0.51177,2022,False
CVE-2022-30799,0.00274,0.51177,2022,False
CVE-2022-30804,0.00409,0.61656,2022,False
CVE-2022-30808,0.01393,0.80739,2022,False
CVE-2022-30809,0.00264,0.50113,2022,False
CVE-2022-30810,0.00264,0.50113,2022,False
CVE-2022-30813,0.00264,0.50113,2022,False
CVE-2022-30814,0.00264,0.50113,2022,False
CVE-2022-30815,0.00264,0.50113,2022,False
CVE-2022-30816,0.00264,0.50113,2022,False
CVE-2022-30817,0.00264,0.50113,2022,False
CVE-2022-30818,0.00274,0.51177,2022,False
CVE-2022-30819,0.00423,0.62502,2022,False
CVE-2022-30820,0.00423,0.62502,2022,False
CVE-2022-30821,0.00423,0.62502,2022,False
CVE-2022-30822,0.00423,0.62502,2022,False
CVE-2022-30823,0.00274,0.51177,2022,False
CVE-2022-30825,0.00274,0.51177,2022,False
CVE-2022-30826,0.00274,0.51177,2022,False
CVE-2022-30827,0.00274,0.51177,2022,False
CVE-2022-30828,0.00274,0.51177,2022,False
CVE-2022-30829,0.00274,0.51177,2022,False
CVE-2022-30830,0.00274,0.51177,2022,False
CVE-2022-30831,0.00274,0.51177,2022,False
CVE-2022-30832,0.00274,0.51177,2022,False
CVE-2022-30833,0.00274,0.51177,2022,False
CVE-2022-30834,0.00274,0.51177,2022,False
CVE-2022-30835,0.00274,0.51177,2022,False
CVE-2022-30836,0.00274,0.51177,2022,False
CVE-2022-30837,0.00206,0.42845,2022,False
CVE-2022-30838,0.00264,0.50113,2022,False
CVE-2022-30839,0.0024,0.47497,2022,False
CVE-2022-30842,0.00206,0.42845,2022,False
CVE-2022-30843,0.00257,0.4942,2022,False
CVE-2022-30852,0.00189,0.40575,2022,False
CVE-2022-30858,0.00072,0.22125,2022,False
CVE-2022-30860,0.03416,0.87682,2022,False
CVE-2022-30861,0.00235,0.46634,2022,False
CVE-2022-30863,0.00235,0.46634,2022,False
CVE-2022-30874,0.00258,0.4948,2022,False
CVE-2022-30875,0.00267,0.50435,2022,False
CVE-2022-30877,0.01548,0.81767,2022,False
CVE-2022-30882,0.01131,0.78696,2022,False
CVE-2022-30885,0.0102,0.77593,2022,False
CVE-2022-30886,0.00494,0.66141,2022,False
CVE-2022-30887,0.05226,0.90138,2022,False
CVE-2022-30898,0.00105,0.28106,2022,False
CVE-2022-30899,0.00219,0.44558,2022,False
CVE-2022-30903,0.00235,0.46634,2022,False
CVE-2022-30904,0.00203,0.42409,2022,False
CVE-2022-30909,0.00409,0.61603,2022,False
CVE-2022-30910,0.00409,0.61603,2022,False
CVE-2022-30912,0.00409,0.61603,2022,False
CVE-2022-30913,0.00409,0.61603,2022,False
CVE-2022-30914,0.00409,0.61603,2022,False
CVE-2022-30915,0.00409,0.61603,2022,False
CVE-2022-30916,0.00409,0.61603,2022,False
CVE-2022-30917,0.00409,0.61603,2022,False
CVE-2022-30918,0.00409,0.61603,2022,False
CVE-2022-30919,0.00409,0.61603,2022,False
CVE-2022-30920,0.00409,0.61603,2022,False
CVE-2022-30921,0.00409,0.61603,2022,False
CVE-2022-30922,0.00409,0.61603,2022,False
CVE-2022-30923,0.00409,0.61603,2022,False
CVE-2022-30924,0.00409,0.61603,2022,False
CVE-2022-30925,0.00409,0.61603,2022,False
CVE-2022-30926,0.00409,0.61603,2022,False
CVE-2022-30927,0.00316,0.55012,2022,False
CVE-2022-30929,0.05346,0.90251,2022,False
CVE-2022-30930,0.00161,0.3684,2022,False
CVE-2022-30931,0.00117,0.30173,2022,False
CVE-2022-30935,0.01507,0.81531,2022,False
CVE-2022-30937,0.00532,0.67672,2022,False
CVE-2022-30938,0.01833,0.83291,2022,False
CVE-2022-30943,0.00151,0.35542,2022,False
CVE-2022-30944,0.00045,0.14149,2022,False
CVE-2022-30945,0.00379,0.59748,2022,False
CVE-2022-30946,0.00104,0.27939,2022,False
CVE-2022-30947,0.00256,0.49253,2022,False
CVE-2022-30948,0.00544,0.68153,2022,False
CVE-2022-30949,0.00133,0.32432,2022,False
CVE-2022-30950,0.00158,0.36459,2022,False
CVE-2022-30951,0.00079,0.23513,2022,False
CVE-2022-30952,0.00128,0.3181,2022,False
CVE-2022-30953,0.00113,0.29504,2022,False
CVE-2022-30954,0.00052,0.16586,2022,False
CVE-2022-30955,0.00044,0.1409,2022,False
CVE-2022-30956,0.00188,0.40439,2022,False
CVE-2022-30957,0.0003,0.09215,2022,False
CVE-2022-30958,0.00069,0.21507,2022,False
CVE-2022-30959,0.0007,0.21579,2022,False
CVE-2022-30960,0.00114,0.29731,2022,False
CVE-2022-30961,0.00217,0.44331,2022,False
CVE-2022-30962,0.00217,0.44331,2022,False
CVE-2022-30963,0.00217,0.44331,2022,False
CVE-2022-30964,0.00217,0.44331,2022,False
CVE-2022-30965,0.00217,0.44331,2022,False
CVE-2022-30966,0.00166,0.37543,2022,False
CVE-2022-30967,0.00114,0.29731,2022,False
CVE-2022-30968,0.00114,0.29731,2022,False
CVE-2022-30969,0.00115,0.2977,2022,False
CVE-2022-30970,0.00217,0.44331,2022,False
CVE-2022-30971,0.0011,0.29012,2022,False
CVE-2022-30972,0.00036,0.112,2022,False
CVE-2022-30973,0.0025,0.48449,2022,False
CVE-2022-30974,0.00043,0.13759,2022,False
CVE-2022-30975,0.00094,0.26259,2022,False
CVE-2022-30976,0.00239,0.47202,2022,False
CVE-2022-30981,0.00746,0.73453,2022,False
CVE-2022-30982,0.00224,0.4527,2022,False
CVE-2022-30984,0.00046,0.14777,2022,False
CVE-2022-30990,0.00209,0.43306,2022,False
CVE-2022-30991,0.00317,0.55101,2022,False
CVE-2022-30992,0.00197,0.41535,2022,False
CVE-2022-30993,0.00151,0.35435,2022,False
CVE-2022-30994,0.00151,0.35435,2022,False
CVE-2022-30995,0.62523,0.98394,2022,False
CVE-2022-30997,0.00697,0.72366,2022,False
CVE-2022-30998,0.00385,0.6008,2022,False
CVE-2022-30999,0.0033,0.56242,2022,False
CVE-2022-31000,0.00152,0.3565,2022,False
CVE-2022-31001,0.01037,0.77772,2022,False
CVE-2022-31002,0.01086,0.78271,2022,False
CVE-2022-31003,0.1379,0.94425,2022,False
CVE-2022-31004,0.00148,0.35005,2022,False
CVE-2022-31005,0.00624,0.70582,2022,False
CVE-2022-31006,0.00594,0.69712,2022,False
CVE-2022-31007,0.13083,0.94245,2022,False
CVE-2022-31008,0.00106,0.28225,2022,False
CVE-2022-31009,0.00262,0.49847,2022,False
CVE-2022-31011,0.00072,0.2214,2022,False
CVE-2022-31012,0.00083,0.24368,2022,False
CVE-2022-31013,0.00495,0.66181,2022,False
CVE-2022-31014,0.00779,0.74064,2022,False
CVE-2022-31015,0.00467,0.64856,2022,False
CVE-2022-31016,0.00488,0.65867,2022,False
CVE-2022-31017,0.00176,0.38905,2022,False
CVE-2022-31018,0.00506,0.66613,2022,False
CVE-2022-31019,0.00419,0.6225,2022,False
CVE-2022-31020,0.01579,0.81939,2022,False
CVE-2022-31021,0.00361,0.58573,2022,False
CVE-2022-31022,0.00219,0.44583,2022,False
CVE-2022-31023,0.0043,0.62913,2022,False
CVE-2022-31024,0.00138,0.33498,2022,False
CVE-2022-31025,0.00261,0.49684,2022,False
CVE-2022-31026,0.00297,0.53472,2022,False
CVE-2022-31027,0.00267,0.50407,2022,False
CVE-2022-31028,0.01465,0.81255,2022,False
CVE-2022-31029,0.00235,0.46634,2022,False
CVE-2022-31030,0.00158,0.36424,2022,False
CVE-2022-31031,0.00721,0.72905,2022,False
CVE-2022-31032,0.00348,0.57654,2022,False
CVE-2022-31033,0.00332,0.56397,2022,False
CVE-2022-31034,0.00418,0.62217,2022,False
CVE-2022-31035,0.00774,0.73985,2022,False
CVE-2022-31036,0.00261,0.49764,2022,False
CVE-2022-31037,0.00284,0.52088,2022,False
CVE-2022-31038,0.00263,0.49976,2022,False
CVE-2022-31039,0.00178,0.39162,2022,False
CVE-2022-31040,0.00275,0.51194,2022,False
CVE-2022-31041,0.00193,0.41141,2022,False
CVE-2022-31042,0.01454,0.81178,2022,False
CVE-2022-31043,0.01454,0.81178,2022,False
CVE-2022-31044,0.00159,0.36563,2022,False
CVE-2022-31045,0.00424,0.62566,2022,False
CVE-2022-31046,0.00148,0.35154,2022,False
CVE-2022-31047,0.00391,0.6051,2022,False
CVE-2022-31048,0.0063,0.70719,2022,False
CVE-2022-31049,0.0063,0.70719,2022,False
CVE-2022-31050,0.00439,0.63514,2022,False
CVE-2022-31051,0.00756,0.73668,2022,False
CVE-2022-31052,0.00376,0.59537,2022,False
CVE-2022-31053,0.00289,0.52691,2022,False
CVE-2022-31054,0.00563,0.68759,2022,False
CVE-2022-31055,0.0021,0.43602,2022,False
CVE-2022-31056,0.05225,0.90137,2022,False
CVE-2022-31057,0.00409,0.61624,2022,False
CVE-2022-31058,0.01344,0.80398,2022,False
CVE-2022-31059,0.00334,0.56518,2022,False
CVE-2022-31060,0.0037,0.59212,2022,False
CVE-2022-31061,0.45913,0.97697,2022,False
CVE-2022-31062,0.11001,0.93576,2022,False
CVE-2022-31063,0.00506,0.6662,2022,False
CVE-2022-31064,0.00779,0.74067,2022,False
CVE-2022-31065,0.00328,0.56002,2022,False
CVE-2022-31066,0.00161,0.36835,2022,False
CVE-2022-31068,0.00343,0.57219,2022,False
CVE-2022-31069,0.00218,0.4443,2022,False
CVE-2022-31070,0.00218,0.4443,2022,False
CVE-2022-31071,0.00036,0.1121,2022,False
CVE-2022-31072,0.00029,0.08664,2022,False
CVE-2022-31073,0.00563,0.68759,2022,False
CVE-2022-31074,0.00281,0.51734,2022,False
CVE-2022-31075,0.00577,0.69225,2022,False
CVE-2022-31076,0.00115,0.29911,2022,False
CVE-2022-31077,0.00339,0.56975,2022,False
CVE-2022-31078,0.00343,0.57229,2022,False
CVE-2022-31079,0.00343,0.57229,2022,False
CVE-2022-31080,0.00343,0.57229,2022,False
CVE-2022-31081,0.00531,0.67658,2022,False
CVE-2022-31082,0.00282,0.5185,2022,False
CVE-2022-31083,0.00175,0.38724,2022,False
CVE-2022-31084,0.01567,0.81886,2022,False
CVE-2022-31085,0.00093,0.26188,2022,False
CVE-2022-31086,0.01329,0.803,2022,False
CVE-2022-31087,0.00191,0.40849,2022,False
CVE-2022-31088,0.00552,0.68438,2022,False
CVE-2022-31089,0.00334,0.56603,2022,False
CVE-2022-31090,0.01842,0.83337,2022,False
CVE-2022-31091,0.01516,0.81579,2022,False
CVE-2022-31092,0.00026,0.07855,2022,False
CVE-2022-31093,0.00864,0.75483,2022,False
CVE-2022-31094,0.00361,0.58549,2022,False
CVE-2022-31095,0.00207,0.43141,2022,False
CVE-2022-31096,0.00273,0.50928,2022,False
CVE-2022-31097,0.48063,0.97785,2022,False
CVE-2022-31098,0.00399,0.61024,2022,False
CVE-2022-31099,0.00521,0.67253,2022,False
CVE-2022-31100,0.0042,0.62303,2022,False
CVE-2022-31101,0.56987,0.98178,2022,False
CVE-2022-31102,0.00157,0.36231,2022,False
CVE-2022-31103,0.00431,0.62985,2022,False
CVE-2022-31104,0.02098,0.84387,2022,False
CVE-2022-31105,0.00254,0.48939,2022,False
CVE-2022-31106,0.00363,0.58751,2022,False
CVE-2022-31107,0.00941,0.76649,2022,False
CVE-2022-31108,0.00235,0.46675,2022,False
CVE-2022-31109,0.00383,0.59987,2022,False
CVE-2022-31110,0.00557,0.68587,2022,False
CVE-2022-31111,0.00582,0.69367,2022,False
CVE-2022-31112,0.00595,0.69736,2022,False
CVE-2022-31113,0.0024,0.47497,2022,False
CVE-2022-31114,0.00047,0.15042,2022,False
CVE-2022-31115,0.00445,0.63799,2022,False
CVE-2022-31116,0.00069,0.21519,2022,False
CVE-2022-31117,0.00173,0.3854,2022,False
CVE-2022-31118,0.00244,0.47937,2022,False
CVE-2022-31119,0.00381,0.59856,2022,False
CVE-2022-31120,0.00386,0.60138,2022,False
CVE-2022-31121,0.00653,0.71341,2022,False
CVE-2022-31122,0.00356,0.58183,2022,False
CVE-2022-31123,0.00011,0.01425,2022,False
CVE-2022-31124,0.00422,0.62434,2022,False
CVE-2022-31125,0.1822,0.95328,2022,False
CVE-2022-31126,0.8914,0.9955,2022,False
CVE-2022-31127,0.00591,0.69623,2022,False
CVE-2022-31128,0.00157,0.36239,2022,False
CVE-2022-31129,0.02872,0.86565,2022,False
CVE-2022-31130,0.00378,0.59724,2022,False
CVE-2022-31131,0.00153,0.3574,2022,False
CVE-2022-31132,0.00418,0.62162,2022,False
CVE-2022-31133,0.00302,0.53867,2022,False
CVE-2022-31134,0.00401,0.61145,2022,False
CVE-2022-31135,0.00241,0.47646,2022,False
CVE-2022-31136,0.0024,0.47497,2022,False
CVE-2022-31137,0.93971,0.99893,2022,False
CVE-2022-31138,0.06089,0.90937,2022,False
CVE-2022-31139,0.00341,0.57118,2022,False
CVE-2022-31140,0.00412,0.61807,2022,False
CVE-2022-31142,0.00739,0.73309,2022,False
CVE-2022-31143,0.00232,0.4624,2022,False
CVE-2022-31144,0.20625,0.957,2022,False
CVE-2022-31145,0.00363,0.58691,2022,False
CVE-2022-31146,0.00415,0.62019,2022,False
CVE-2022-31147,0.0031,0.54451,2022,False
CVE-2022-31148,0.00687,0.72163,2022,False
CVE-2022-31149,0.0046,0.64491,2022,False
CVE-2022-31150,0.00507,0.66651,2022,False
CVE-2022-31151,0.00118,0.30358,2022,False
CVE-2022-31152,0.00731,0.731,2022,False
CVE-2022-31153,0.01109,0.78494,2022,False
CVE-2022-31154,0.00143,0.34413,2022,False
CVE-2022-31155,0.00168,0.37689,2022,False
CVE-2022-31156,0.00193,0.4107,2022,False
CVE-2022-31157,0.00175,0.38722,2022,False
CVE-2022-31158,0.00302,0.53874,2022,False
CVE-2022-31159,0.00052,0.16519,2022,False
CVE-2022-31160,0.07763,0.92106,2022,False
CVE-2022-31161,0.73007,0.98805,2022,False
CVE-2022-31162,0.00391,0.60532,2022,False
CVE-2022-31163,0.03833,0.88383,2022,False
CVE-2022-31164,0.00313,0.54786,2022,False
CVE-2022-31166,0.01997,0.83992,2022,False
CVE-2022-31167,0.00492,0.66058,2022,False
CVE-2022-31168,0.00337,0.56844,2022,False
CVE-2022-31169,0.00425,0.62596,2022,False
CVE-2022-31170,0.00373,0.59401,2022,False
CVE-2022-31172,0.00175,0.38722,2022,False
CVE-2022-31173,0.00615,0.70317,2022,False
CVE-2022-31175,0.00839,0.75085,2022,False
CVE-2022-31176,0.00533,0.67759,2022,False
CVE-2022-31177,0.00344,0.57308,2022,False
CVE-2022-31178,0.0016,0.36671,2022,False
CVE-2022-31179,0.00625,0.70598,2022,False
CVE-2022-31180,0.0108,0.78214,2022,False
CVE-2022-31181,0.78272,0.99044,2022,False
CVE-2022-31182,0.00379,0.59772,2022,False
CVE-2022-31183,0.00211,0.4367,2022,False
CVE-2022-31184,0.00354,0.58057,2022,False
CVE-2022-31185,0.00232,0.4624,2022,False
CVE-2022-31186,0.00056,0.1777,2022,False
CVE-2022-31187,0.00274,0.51026,2022,False
CVE-2022-31188,0.35725,0.97166,2022,False
CVE-2022-31189,0.00232,0.4624,2022,False
CVE-2022-31190,0.00263,0.49971,2022,False
CVE-2022-31191,0.00442,0.63651,2022,False
CVE-2022-31192,0.00316,0.5507,2022,False
CVE-2022-31193,0.00263,0.49963,2022,False
CVE-2022-31194,0.0083,0.74926,2022,False
CVE-2022-31195,0.0083,0.74928,2022,False
CVE-2022-31196,0.00306,0.54204,2022,False
CVE-2022-31197,0.02462,0.85546,2022,False
CVE-2022-31198,0.00266,0.50386,2022,False
CVE-2022-31199,0.05855,0.90734,2022,True
CVE-2022-31200,0.0012,0.30532,2022,False
CVE-2022-31201,0.00279,0.51574,2022,False
CVE-2022-31202,0.00478,0.65363,2022,False
CVE-2022-31204,0.00121,0.30687,2022,False
CVE-2022-31205,0.00162,0.36875,2022,False
CVE-2022-31206,0.00237,0.4696,2022,False
CVE-2022-31207,0.00181,0.39556,2022,False
CVE-2022-31208,0.00606,0.70084,2022,False
CVE-2022-31209,0.00454,0.64186,2022,False
CVE-2022-31210,0.00451,0.64049,2022,False
CVE-2022-31211,0.00416,0.62103,2022,False
CVE-2022-31212,0.00737,0.73249,2022,False
CVE-2022-31213,0.0067,0.71778,2022,False
CVE-2022-31214,0.0007,0.21773,2022,False
CVE-2022-31215,0.00328,0.56104,2022,False
CVE-2022-31216,0.00137,0.33404,2022,False
CVE-2022-31217,0.00058,0.18583,2022,False
CVE-2022-31218,0.00058,0.18583,2022,False
CVE-2022-31219,0.00041,0.12712,2022,False
CVE-2022-31220,0.00051,0.16483,2022,False
CVE-2022-31221,0.00046,0.14778,2022,False
CVE-2022-31222,0.00043,0.13669,2022,False
CVE-2022-31223,0.00046,0.14778,2022,False
CVE-2022-31224,0.00075,0.2275,2022,False
CVE-2022-31225,0.00051,0.16483,2022,False
CVE-2022-31226,0.0006,0.18911,2022,False
CVE-2022-31228,0.01625,0.82224,2022,False
CVE-2022-31229,0.00286,0.52404,2022,False
CVE-2022-31230,0.002,0.42024,2022,False
CVE-2022-31231,0.00044,0.13905,2022,False
CVE-2022-31232,0.01188,0.79177,2022,False
CVE-2022-31233,0.0011,0.29041,2022,False
CVE-2022-31234,0.01441,0.81095,2022,False
CVE-2022-31237,0.00043,0.13681,2022,False
CVE-2022-31238,0.00064,0.20095,2022,False
CVE-2022-31239,0.00065,0.20474,2022,False
CVE-2022-31243,0.00051,0.16502,2022,False
CVE-2022-31244,0.00088,0.25228,2022,False
CVE-2022-31245,0.25054,0.96285,2022,False
CVE-2022-31246,0.00257,0.49396,2022,False
CVE-2022-31247,0.00345,0.5737,2022,False
CVE-2022-31248,0.00188,0.40514,2022,False
CVE-2022-31249,0.01216,0.79379,2022,False
CVE-2022-31250,0.00128,0.31795,2022,False
CVE-2022-31251,0.00032,0.09692,2022,False
CVE-2022-31252,0.00031,0.09451,2022,False
CVE-2022-31253,0.00052,0.16736,2022,False
CVE-2022-31254,0.00046,0.14481,2022,False
CVE-2022-31255,0.00248,0.4836,2022,False
CVE-2022-31256,0.00128,0.31795,2022,False
