cell_K,seed,window,n_pairs,n_auto,n_review,n_defer,n_acted,n_success,n_rollback,n_deferred_at_act,rollback_rate,cascade_detected,halt_triggered,mttr_avg_windows,coverage_to_date,strategy
50,107,11,1316,50,0,1266,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,107,12,1271,50,0,1221,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,108,1,1725,50,0,1675,50,43,3,4,0.06,False,False,0.0,0.6324,Fixed-policy
50,108,2,1685,50,0,1635,50,46,2,2,0.04,False,False,0.0,0.9674,Fixed-policy
50,108,3,1645,50,0,1595,50,46,1,3,0.02,False,False,0.0,1.0,Fixed-policy
50,108,4,1600,50,0,1550,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,108,5,1556,50,0,1506,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,108,6,1512,50,0,1462,50,49,1,0,0.02,False,False,0.0,1.0,Fixed-policy
50,108,7,1464,50,0,1414,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,108,8,1422,50,0,1372,50,43,5,2,0.1,False,False,0.0,1.0,Fixed-policy
50,108,9,1382,50,0,1332,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,108,10,1337,50,0,1287,50,46,1,3,0.02,False,False,0.0,1.0,Fixed-policy
50,108,11,1293,50,0,1243,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,108,12,1249,50,0,1199,50,46,4,0,0.08,False,False,0.0,1.0,Fixed-policy
50,109,1,1724,50,0,1674,50,48,1,1,0.02,False,False,0.0,0.6667,Fixed-policy
50,109,2,1683,50,0,1633,50,46,4,0,0.08,False,False,0.0,1.0,Fixed-policy
50,109,3,1641,50,0,1591,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,109,4,1601,50,0,1551,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,109,5,1556,50,0,1506,50,45,5,0,0.1,False,False,0.0,1.0,Fixed-policy
50,109,6,1513,50,0,1463,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,109,7,1468,50,0,1418,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,109,8,1426,50,0,1376,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,109,9,1381,50,0,1331,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,109,10,1336,50,0,1286,50,47,3,0,0.06,False,False,0.0,1.0,Fixed-policy
50,109,11,1289,50,0,1239,50,45,5,0,0.1,False,False,0.0,1.0,Fixed-policy
50,109,12,1247,50,0,1197,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,110,1,1741,50,0,1691,50,46,0,4,0.0,False,False,0.0,0.6866,Fixed-policy
50,110,2,1698,50,0,1648,50,48,1,1,0.02,False,False,0.0,0.9792,Fixed-policy
50,110,3,1653,50,0,1603,50,46,4,0,0.08,False,False,0.0,0.9929,Fixed-policy
50,110,4,1609,50,0,1559,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,110,5,1565,50,0,1515,50,41,8,1,0.16,False,False,0.0,1.0,Fixed-policy
50,110,6,1526,50,0,1476,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,110,7,1486,50,0,1436,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,110,8,1441,50,0,1391,50,49,0,1,0.0,False,False,0.0,1.0,Fixed-policy
50,110,9,1395,50,0,1345,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,110,10,1354,50,0,1304,50,47,3,0,0.06,False,False,0.0,1.0,Fixed-policy
50,110,11,1309,50,0,1259,50,41,6,3,0.12,False,False,0.0,1.0,Fixed-policy
50,110,12,1274,50,0,1224,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,111,1,1694,50,0,1644,50,43,5,2,0.1,False,False,0.0,0.6515,Fixed-policy
50,111,2,1653,50,0,1603,50,43,3,4,0.06,False,False,0.0,0.9556,Fixed-policy
50,111,3,1611,50,0,1561,50,47,2,1,0.04,False,False,0.0,0.9925,Fixed-policy
50,111,4,1567,50,0,1517,50,48,2,0,0.04,False,False,0.0,0.9891,Fixed-policy
50,111,5,1521,50,0,1471,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,111,6,1474,50,0,1424,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,111,7,1429,50,0,1379,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,111,8,1388,50,0,1338,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,111,9,1342,50,0,1292,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,111,10,1305,50,0,1255,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,111,11,1260,50,0,1210,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,111,12,1213,50,0,1163,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,112,1,1768,50,0,1718,50,45,4,1,0.08,False,False,0.0,0.7258,Fixed-policy
50,112,2,1726,50,0,1676,50,45,4,1,0.08,False,False,0.0,0.9783,Fixed-policy
50,112,3,1683,50,0,1633,50,43,2,5,0.04,False,False,0.0,1.0,Fixed-policy
50,112,4,1642,50,0,1592,50,43,4,3,0.08,False,False,0.0,1.0,Fixed-policy
50,112,5,1601,50,0,1551,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,112,6,1561,50,0,1511,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,112,7,1518,50,0,1468,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,112,8,1475,50,0,1425,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,112,9,1431,50,0,1381,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,112,10,1389,50,0,1339,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,112,11,1346,50,0,1296,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,112,12,1303,50,0,1253,50,49,0,1,0.0,False,False,0.0,1.0,Fixed-policy
50,113,1,1730,50,0,1680,50,49,1,0,0.02,False,False,0.0,0.6806,Fixed-policy
50,113,2,1685,50,0,1635,50,44,5,1,0.1,False,False,0.0,0.9894,Fixed-policy
50,113,3,1645,50,0,1595,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,113,4,1601,50,0,1551,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,113,5,1556,50,0,1506,50,43,4,3,0.08,False,False,0.0,1.0,Fixed-policy
50,113,6,1516,50,0,1466,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,113,7,1474,50,0,1424,50,42,4,4,0.08,False,False,0.0,1.0,Fixed-policy
50,113,8,1436,50,0,1386,50,43,4,3,0.08,False,False,0.0,1.0,Fixed-policy
50,113,9,1396,50,0,1346,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,113,10,1354,50,0,1304,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,113,11,1311,50,0,1261,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,113,12,1266,50,0,1216,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,114,1,1808,50,0,1758,50,44,4,2,0.08,False,False,0.0,0.6111,Fixed-policy
50,114,2,1769,50,0,1719,50,48,2,0,0.04,False,False,0.0,0.9583,Fixed-policy
50,114,3,1724,50,0,1674,50,49,1,0,0.02,False,False,0.0,1.0,Fixed-policy
50,114,4,1677,50,0,1627,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,114,5,1635,50,0,1585,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,114,6,1589,50,0,1539,50,44,2,4,0.04,False,False,0.0,1.0,Fixed-policy
50,114,7,1548,50,0,1498,50,50,0,0,0.0,False,False,0.0,1.0,Fixed-policy
50,114,8,1502,50,0,1452,50,43,6,1,0.12,False,False,0.0,1.0,Fixed-policy
50,114,9,1464,50,0,1414,50,43,4,3,0.08,False,False,0.0,1.0,Fixed-policy
50,114,10,1423,50,0,1373,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,114,11,1381,50,0,1331,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,114,12,1336,50,0,1286,50,43,2,5,0.04,False,False,0.0,1.0,Fixed-policy
50,115,1,1645,50,0,1595,50,44,4,2,0.08,False,False,0.0,0.6667,Fixed-policy
50,115,2,1604,50,0,1554,50,47,3,0,0.06,False,False,0.0,0.9785,Fixed-policy
50,115,3,1560,50,0,1510,50,46,3,1,0.06,False,False,0.0,0.9928,Fixed-policy
50,115,4,1519,50,0,1469,50,48,2,0,0.04,False,False,0.0,0.9893,Fixed-policy
50,115,5,1478,50,0,1428,50,44,3,3,0.06,False,False,0.0,1.0,Fixed-policy
50,115,6,1438,50,0,1388,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,115,7,1396,50,0,1346,50,46,0,4,0.0,False,False,0.0,0.9969,Fixed-policy
50,115,8,1353,50,0,1303,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,115,9,1306,50,0,1256,50,43,5,2,0.1,False,False,0.0,1.0,Fixed-policy
50,115,10,1266,50,0,1216,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,115,11,1220,50,0,1170,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,115,12,1179,50,0,1129,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,116,1,1776,50,0,1726,50,46,4,0,0.08,False,False,0.0,0.6133,Fixed-policy
50,116,2,1730,50,0,1680,50,46,2,2,0.04,False,False,0.0,0.9583,Fixed-policy
50,116,3,1684,50,0,1634,50,46,4,0,0.08,False,False,0.0,1.0,Fixed-policy
50,116,4,1639,50,0,1589,50,47,1,2,0.02,False,False,0.0,0.9946,Fixed-policy
50,116,5,1594,50,0,1544,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,116,6,1549,50,0,1499,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,116,7,1504,50,0,1454,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,116,8,1456,50,0,1406,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,116,9,1408,50,0,1358,50,43,3,4,0.06,False,False,0.0,1.0,Fixed-policy
50,116,10,1367,50,0,1317,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,116,11,1324,50,0,1274,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,116,12,1283,50,0,1233,50,45,3,2,0.06,False,False,0.0,0.9982,Fixed-policy
50,117,1,1829,50,0,1779,50,44,3,3,0.06,False,False,0.0,0.6984,Fixed-policy
50,117,2,1786,50,0,1736,50,41,5,4,0.1,False,False,0.0,0.9659,Fixed-policy
50,117,3,1747,50,0,1697,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,117,4,1704,50,0,1654,50,46,2,2,0.04,False,False,0.0,0.9944,Fixed-policy
50,117,5,1663,50,0,1613,50,49,1,0,0.02,False,False,0.0,1.0,Fixed-policy
50,117,6,1618,50,0,1568,50,44,3,3,0.06,False,False,0.0,1.0,Fixed-policy
50,117,7,1579,50,0,1529,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,117,8,1532,50,0,1482,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,117,9,1490,50,0,1440,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,117,10,1447,50,0,1397,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,117,11,1399,50,0,1349,50,45,2,3,0.04,False,False,0.0,1.0,Fixed-policy
50,117,12,1355,50,0,1305,50,47,3,0,0.06,False,False,0.0,1.0,Fixed-policy
50,118,1,1740,50,0,1690,50,48,1,1,0.02,False,False,0.0,0.6234,Fixed-policy
50,118,2,1694,50,0,1644,50,44,1,5,0.02,False,False,0.0,0.9787,Fixed-policy
50,118,3,1652,50,0,1602,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,118,4,1608,50,0,1558,50,50,0,0,0.0,False,False,0.0,1.0,Fixed-policy
50,118,5,1563,50,0,1513,50,44,5,1,0.1,False,False,0.0,0.9957,Fixed-policy
50,118,6,1525,50,0,1475,50,47,3,0,0.06,False,False,0.0,0.9964,Fixed-policy
50,118,7,1478,50,0,1428,50,44,6,0,0.12,False,False,0.0,1.0,Fixed-policy
50,118,8,1437,50,0,1387,50,47,0,3,0.0,False,False,0.0,1.0,Fixed-policy
50,118,9,1392,50,0,1342,50,46,4,0,0.08,False,False,0.0,0.9976,Fixed-policy
50,118,10,1346,50,0,1296,50,45,1,4,0.02,False,False,0.0,1.0,Fixed-policy
50,118,11,1303,50,0,1253,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,118,12,1260,50,0,1210,50,46,0,4,0.0,False,False,0.0,1.0,Fixed-policy
50,119,1,1705,50,0,1655,50,46,3,1,0.06,False,False,0.0,0.6765,Fixed-policy
50,119,2,1662,50,0,1612,50,47,2,1,0.04,False,False,0.0,0.9789,Fixed-policy
50,119,3,1618,50,0,1568,50,44,5,1,0.1,False,False,0.0,1.0,Fixed-policy
50,119,4,1577,50,0,1527,50,43,5,2,0.1,False,False,0.0,1.0,Fixed-policy
50,119,5,1536,50,0,1486,50,46,4,0,0.08,False,False,0.0,1.0,Fixed-policy
50,119,6,1490,50,0,1440,50,46,4,0,0.08,False,False,0.0,1.0,Fixed-policy
50,119,7,1446,50,0,1396,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,119,8,1405,50,0,1355,50,45,2,3,0.04,False,False,0.0,1.0,Fixed-policy
50,119,9,1362,50,0,1312,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,119,10,1319,50,0,1269,50,49,1,0,0.02,False,False,0.0,1.0,Fixed-policy
50,119,11,1272,50,0,1222,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,119,12,1229,50,0,1179,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,120,1,1803,50,0,1753,50,43,5,2,0.1,False,False,0.0,0.6232,Fixed-policy
50,120,2,1763,50,0,1713,50,46,2,2,0.04,False,False,0.0,0.9674,Fixed-policy
50,120,3,1718,50,0,1668,50,44,2,4,0.04,False,False,0.0,1.0,Fixed-policy
50,120,4,1677,50,0,1627,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,120,5,1634,50,0,1584,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,120,6,1590,50,0,1540,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,120,7,1547,50,0,1497,50,44,3,3,0.06,False,False,0.0,1.0,Fixed-policy
50,120,8,1507,50,0,1457,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,120,9,1464,50,0,1414,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,120,10,1419,50,0,1369,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,120,11,1378,50,0,1328,50,45,2,3,0.04,False,False,0.0,1.0,Fixed-policy
50,120,12,1334,50,0,1284,50,47,3,0,0.06,False,False,0.0,1.0,Fixed-policy
50,121,1,1734,50,0,1684,50,43,4,3,0.08,False,False,0.0,0.6143,Fixed-policy
50,121,2,1693,50,0,1643,50,48,1,1,0.02,False,False,0.0,0.9286,Fixed-policy
50,121,3,1645,50,0,1595,50,45,3,2,0.06,False,False,0.0,0.9927,Fixed-policy
50,121,4,1603,50,0,1553,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,121,5,1561,50,0,1511,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,121,6,1520,50,0,1470,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,121,7,1475,50,0,1425,50,49,1,0,0.02,False,False,0.0,1.0,Fixed-policy
50,121,8,1430,50,0,1380,50,47,3,0,0.06,False,False,0.0,1.0,Fixed-policy
50,121,9,1391,50,0,1341,50,44,3,3,0.06,False,False,0.0,1.0,Fixed-policy
50,121,10,1349,50,0,1299,50,45,2,3,0.04,False,False,0.0,1.0,Fixed-policy
50,121,11,1306,50,0,1256,50,47,3,0,0.06,False,False,0.0,1.0,Fixed-policy
50,121,12,1259,50,0,1209,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,122,1,1855,50,0,1805,50,45,3,2,0.06,False,False,0.0,0.5844,Fixed-policy
50,122,2,1812,50,0,1762,50,47,3,0,0.06,False,False,0.0,0.9583,Fixed-policy
50,122,3,1766,50,0,1716,50,47,2,1,0.04,False,False,0.0,0.9929,Fixed-policy
50,122,4,1725,50,0,1675,50,46,2,2,0.04,False,False,0.0,0.9946,Fixed-policy
50,122,5,1685,50,0,1635,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,122,6,1639,50,0,1589,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,122,7,1599,50,0,1549,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,122,8,1558,50,0,1508,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,122,9,1512,50,0,1462,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,122,10,1474,50,0,1424,50,49,0,1,0.0,False,False,0.0,1.0,Fixed-policy
50,122,11,1428,50,0,1378,50,45,1,4,0.02,False,False,0.0,1.0,Fixed-policy
50,122,12,1389,50,0,1339,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,123,1,1709,50,0,1659,50,44,3,3,0.06,False,False,0.0,0.7213,Fixed-policy
50,123,2,1669,50,0,1619,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,123,3,1628,50,0,1578,50,46,1,3,0.02,False,False,0.0,1.0,Fixed-policy
50,123,4,1583,50,0,1533,50,46,1,3,0.02,False,False,0.0,1.0,Fixed-policy
50,123,5,1543,50,0,1493,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,123,6,1503,50,0,1453,50,44,4,2,0.08,False,False,0.0,0.9963,Fixed-policy
50,123,7,1463,50,0,1413,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,123,8,1419,50,0,1369,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,123,9,1371,50,0,1321,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,123,10,1324,50,0,1274,50,43,5,2,0.1,False,False,0.0,1.0,Fixed-policy
50,123,11,1283,50,0,1233,50,50,0,0,0.0,False,False,0.0,1.0,Fixed-policy
50,123,12,1236,50,0,1186,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,124,1,1673,50,0,1623,50,48,2,0,0.04,False,False,0.0,0.6486,Fixed-policy
50,124,2,1629,50,0,1579,50,48,1,1,0.02,False,False,0.0,0.9897,Fixed-policy
50,124,3,1586,50,0,1536,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,124,4,1542,50,0,1492,50,47,3,0,0.06,False,False,0.0,0.9948,Fixed-policy
50,124,5,1497,50,0,1447,50,49,1,0,0.02,False,False,0.0,1.0,Fixed-policy
50,124,6,1450,50,0,1400,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,124,7,1404,50,0,1354,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,124,8,1360,50,0,1310,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,124,9,1318,50,0,1268,50,43,4,3,0.08,False,False,0.0,1.0,Fixed-policy
50,124,10,1280,50,0,1230,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,124,11,1237,50,0,1187,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,124,12,1194,50,0,1144,50,44,5,1,0.1,False,False,0.0,1.0,Fixed-policy
50,125,1,1741,50,0,1691,50,44,3,3,0.06,False,False,0.0,0.6667,Fixed-policy
50,125,2,1703,50,0,1653,50,43,6,1,0.12,False,False,0.0,0.9667,Fixed-policy
50,125,3,1661,50,0,1611,50,44,5,1,0.1,False,False,0.0,0.9924,Fixed-policy
50,125,4,1621,50,0,1571,50,44,2,4,0.04,False,False,0.0,1.0,Fixed-policy
50,125,5,1580,50,0,1530,50,44,3,3,0.06,False,False,0.0,1.0,Fixed-policy
50,125,6,1537,50,0,1487,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,125,7,1490,50,0,1440,50,49,0,1,0.0,False,False,0.0,1.0,Fixed-policy
50,125,8,1444,50,0,1394,50,44,3,3,0.06,False,False,0.0,1.0,Fixed-policy
50,125,9,1400,50,0,1350,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,125,10,1357,50,0,1307,50,42,6,2,0.12,False,False,0.0,1.0,Fixed-policy
50,125,11,1316,50,0,1266,50,48,2,0,0.04,False,False,0.0,1.0,Fixed-policy
50,125,12,1269,50,0,1219,50,43,3,4,0.06,False,False,0.0,1.0,Fixed-policy
50,126,1,1706,50,0,1656,50,46,3,1,0.06,False,False,0.0,0.6133,Fixed-policy
50,126,2,1664,50,0,1614,50,46,3,1,0.06,False,False,0.0,0.9787,Fixed-policy
50,126,3,1624,50,0,1574,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,126,4,1583,50,0,1533,50,44,3,3,0.06,False,False,0.0,1.0,Fixed-policy
50,126,5,1544,50,0,1494,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,126,6,1498,50,0,1448,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,126,7,1455,50,0,1405,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,126,8,1412,50,0,1362,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
50,126,9,1368,50,0,1318,50,49,1,0,0.02,False,False,0.0,1.0,Fixed-policy
50,126,10,1325,50,0,1275,50,45,2,3,0.04,False,False,0.0,1.0,Fixed-policy
50,126,11,1282,50,0,1232,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,126,12,1236,50,0,1186,50,42,6,2,0.12,False,False,0.0,1.0,Fixed-policy
50,127,1,1747,50,0,1697,50,44,4,2,0.08,False,False,0.0,0.6875,Fixed-policy
50,127,2,1704,50,0,1654,50,44,5,1,0.1,False,False,0.0,0.9565,Fixed-policy
50,127,3,1660,50,0,1610,50,44,5,1,0.1,False,False,0.0,0.9925,Fixed-policy
50,127,4,1619,50,0,1569,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,127,5,1576,50,0,1526,50,45,3,2,0.06,False,False,0.0,1.0,Fixed-policy
50,127,6,1534,50,0,1484,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,127,7,1488,50,0,1438,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,127,8,1448,50,0,1398,50,49,1,0,0.02,False,False,0.0,0.9973,Fixed-policy
50,127,9,1404,50,0,1354,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,127,10,1359,50,0,1309,50,48,0,2,0.0,False,False,0.0,1.0,Fixed-policy
50,127,11,1312,50,0,1262,50,47,1,2,0.02,False,False,0.0,0.998,Fixed-policy
50,127,12,1268,50,0,1218,50,49,1,0,0.02,False,False,0.0,1.0,Fixed-policy
50,128,1,1752,50,0,1702,50,47,1,2,0.02,False,False,0.0,0.7121,Fixed-policy
50,128,2,1710,50,0,1660,50,45,5,0,0.1,False,False,0.0,0.9892,Fixed-policy
50,128,3,1666,50,0,1616,50,45,1,4,0.02,False,False,0.0,1.0,Fixed-policy
50,128,4,1622,50,0,1572,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,128,5,1582,50,0,1532,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,128,6,1537,50,0,1487,50,40,4,6,0.08,False,False,0.0,1.0,Fixed-policy
50,128,7,1498,50,0,1448,50,48,1,1,0.02,False,False,0.0,1.0,Fixed-policy
50,128,8,1454,50,0,1404,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,128,9,1409,50,0,1359,50,46,2,2,0.04,False,False,0.0,1.0,Fixed-policy
50,128,10,1367,50,0,1317,50,48,0,2,0.0,False,False,0.0,1.0,Fixed-policy
50,128,11,1320,50,0,1270,50,47,2,1,0.04,False,False,0.0,1.0,Fixed-policy
50,128,12,1276,50,0,1226,50,42,6,2,0.12,False,False,0.0,1.0,Fixed-policy
50,129,1,1790,50,0,1740,50,43,4,3,0.08,False,False,0.0,0.6143,Fixed-policy
50,129,2,1750,50,0,1700,50,48,0,2,0.0,False,False,0.0,0.9681,Fixed-policy
50,129,3,1706,50,0,1656,50,45,3,2,0.06,False,False,0.0,0.9927,Fixed-policy
50,129,4,1662,50,0,1612,50,45,2,3,0.04,False,False,0.0,1.0,Fixed-policy
50,129,5,1618,50,0,1568,50,48,0,2,0.0,False,False,0.0,1.0,Fixed-policy
50,129,6,1572,50,0,1522,50,47,0,3,0.0,False,False,0.0,1.0,Fixed-policy
50,129,7,1532,50,0,1482,50,45,2,3,0.04,False,False,0.0,1.0,Fixed-policy
50,129,8,1488,50,0,1438,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,129,9,1445,50,0,1395,50,47,1,2,0.02,False,False,0.0,1.0,Fixed-policy
50,129,10,1402,50,0,1352,50,45,4,1,0.08,False,False,0.0,1.0,Fixed-policy
50,129,11,1358,50,0,1308,50,46,3,1,0.06,False,False,0.0,1.0,Fixed-policy
50,129,12,1320,50,0,1270,50,44,4,2,0.08,False,False,0.0,1.0,Fixed-policy
100,105,1,1722,6,18,1698,6,6,0,0,0.0,False,False,0.0,0.2,AutoHeal
100,105,2,1719,13,15,1691,13,12,0,1,0.0,False,False,0.0,0.4865,AutoHeal
100,105,3,1707,3,17,1687,3,2,1,0,0.3333,False,True,0.0,0.7407,AutoHeal
100,105,4,1705,6,27,1672,6,6,0,0,0.0,False,False,0.0,0.8387,AutoHeal
100,105,5,1702,7,119,1576,7,6,1,0,0.1429,False,True,0.0,0.9697,AutoHeal
100,105,6,1696,14,264,1418,14,13,1,0,0.0714,False,False,0.0,1.0,AutoHeal
100,105,7,1685,1,193,1491,1,1,0,0,0.0,False,False,0.0,1.0,AutoHeal
100,105,8,1688,20,447,1221,20,18,1,1,0.05,False,False,0.0,1.0,AutoHeal
100,105,9,1670,43,542,1085,43,40,2,1,0.0465,False,False,0.0,1.0,AutoHeal
100,105,10,1631,14,560,1057,14,14,0,0,0.0,False,False,0.0,1.0,AutoHeal
100,105,11,1618,54,643,921,54,52,0,2,0.0,False,False,0.0,1.0,AutoHeal
100,105,12,1569,1,408,1160,1,0,1,0,1.0,False,True,0.0,1.0,AutoHeal
100,106,1,1742,18,19,1705,18,18,0,0,0.0,False,False,0.0,0.3333,AutoHeal
100,106,2,1728,14,10,1704,14,13,0,1,0.0,False,False,0.0,0.6327,AutoHeal
100,106,3,1715,4,14,1697,4,4,0,0,0.0,False,False,0.0,0.875,AutoHeal
100,106,4,1712,5,51,1656,5,4,1,0,0.2,False,True,0.0,0.9512,AutoHeal
100,106,5,1708,1,51,1656,1,1,0,0,0.0,False,False,0.0,0.9756,AutoHeal
100,106,6,1710,8,310,1392,8,8,0,0,0.0,False,False,0.0,1.0,AutoHeal
100,106,7,1704,60,580,1064,60,56,2,2,0.0333,False,False,0.0,1.0,AutoHeal
100,106,8,1650,84,691,875,84,77,4,3,0.0476,False,False,0.0,1.0,AutoHeal
100,106,9,1575,1,383,1191,1,1,0,0,0.0,False,False,0.0,1.0,AutoHeal
100,106,10,1576,30,625,921,30,25,3,2,0.1,False,False,0.0,1.0,AutoHeal
